name,subject_type,category,ogrn,inn,activity,region,district,city,settlement,new_subject,date_inclusion,date_exclusion,phone,email,www,has_license,has_contracts,innovative_production,partnership_program,social_enterprise,employees
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АВТОБАН-ДВ""",Юридическое лицо,Малое предприятие,1122543001591,2543001360,41.20 Строительство жилых и нежилых зданий,25 - Приморский край,,г Владивосток,п Трудовое,False,2016-08-01,,,,,False,False,False,False,False,18
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АЛЬФА-ОМЕГА"" СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК",Юридическое лицо,Малое предприятие,1028601499255,8610013781,41.20 Строительство жилых и нежилых зданий,86 - Ханты-Мансийский автономный округ - Югра,,г. Нягань,,False,2016-08-01,,,,,True,False,False,False,False,27
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АЛЬФА""",Юридическое лицо,Малое предприятие,1127232065146,7205024277,41.20 Строительство жилых и нежилых зданий,72 - Тюменская область,,г Ишим,,False,2016-08-01,,,,,False,False,False,False,False,15
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АЛЬФАДОМ""",Юридическое лицо,Малое предприятие,1027402318734,7447057955,41.20 Строительство жилых и нежилых зданий,74 - Челябинская область,,г Челябинск,,False,2016-08-01,,,,,True,False,False,False,False,29
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АЛЬЯНССЕВЕР""",Юридическое лицо,Малое предприятие,1171101005712,1103044795,41.20 Строительство жилых и нежилых зданий,11 - Республика Коми,,г Воркута,,False,2017-09-10,,,,,False,False,False,False,False,21
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АНА""",Юридическое лицо,Среднее предприятие,1075503011473,5503113553,41.20 Строительство жилых и нежилых зданий,23 - Краснодарский край,,г Сочи,,False,2016-08-01,,,,,True,False,False,False,False,195
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АНТАРЭС""",Юридическое лицо,Малое предприятие,1127847100182,7801568013,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2016-08-01,,,,,True,False,False,False,False,23
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АРКТИКА""",Юридическое лицо,Малое предприятие,1153668063438,3662218406,41.20 Строительство жилых и нежилых зданий,36 - Воронежская область,,г Воронеж,,False,2016-08-01,,,,,False,False,False,False,False,6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АРСЕНАЛ""",Юридическое лицо,Малое предприятие,1151651002788,1647017250,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),Заинский р-н,,с Бухарай,False,2016-08-01,,,,,True,False,False,False,False,19
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АРХИТЭК""",Юридическое лицо,Малое предприятие,1107447014839,7447180500,41.20 Строительство жилых и нежилых зданий,74 - Челябинская область,,г Челябинск,,False,2016-08-01,,,,,False,False,False,False,False,15
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АСТОН""",Юридическое лицо,Малое предприятие,1165032057519,5032250926,41.20 Строительство жилых и нежилых зданий,50 - Московская область,Одинцово г,,д Кобяково,False,2016-08-01,,,,,True,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""БАРСЭЛИТСТРОЙ""",Юридическое лицо,Малое предприятие,1151690089979,1658184126,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),,г Казань,,False,2016-08-01,,,,,True,False,False,False,False,26
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""БАШРЕГИОНСТРОЙ""",Юридическое лицо,Малое предприятие,1060278111530,278130612,41.20 Строительство жилых и нежилых зданий,02 - Республика Башкортостан,,г Уфа,,False,2016-08-01,,,,,True,False,False,False,False,20
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""БОР-СИТИ""",Юридическое лицо,Малое предприятие,1185275026342,5246052223,41.20 Строительство жилых и нежилых зданий,52 - Нижегородская область,,г Бор,,False,2018-05-10,,,,,False,False,False,False,False,16
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""БРИЗ""",Юридическое лицо,Малое предприятие,1131690041867,1658147815,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),,г Казань,,False,2016-08-01,,,,,False,False,False,False,False,41
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВАЛМАР""",Юридическое лицо,Малое предприятие,1217700140250,9721123340,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2021-04-10,,,,,False,False,False,False,False,14
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВАШ ВЫБОР""",Юридическое лицо,Малое предприятие,1176313051925,6319218877,41.20 Строительство жилых и нежилых зданий,63 - Самарская область,,г Самара,,False,2017-07-10,,,,,False,False,False,False,False,72
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕКТОР""",Юридическое лицо,Малое предприятие,1171326007555,1327031104,41.20 Строительство жилых и нежилых зданий,13 - Республика Мордовия,,г Саранск,,False,2017-11-10,,,,,False,False,False,False,False,16
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕКТОР""",Юридическое лицо,Малое предприятие,1125030002448,5030077786,41.20 Строительство жилых и нежилых зданий,50 - Московская область,Наро-Фоминск г,,,False,2016-08-01,,,,,False,False,False,False,False,13
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕКТОР""",Юридическое лицо,Малое предприятие,1182375003667,2304072650,41.20 Строительство жилых и нежилых зданий,23 - Краснодарский край,,г Геленджик,,False,2018-02-10,,,,,False,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕКТОР""",Юридическое лицо,Малое предприятие,1173668052360,3666223012,41.20 Строительство жилых и нежилых зданий,36 - Воронежская область,,г Воронеж,,False,2017-11-10,,,,,False,False,False,False,False,10
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕРТИКАЛЬ""",Юридическое лицо,Малое предприятие,1117746410407,7719780183,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,True,False,False,False,False,9
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕРТИКАЛЬ""",Юридическое лицо,Малое предприятие,1083711002385,3711024163,41.20 Строительство жилых и нежилых зданий,37 - Ивановская область,,г Иваново,,False,2016-08-01,,,,,False,False,False,False,False,11
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕРТИКАЛЬ""",Юридическое лицо,Малое предприятие,1145543015540,5503249515,41.20 Строительство жилых и нежилых зданий,55 - Омская область,,г Омск,,False,2016-08-01,,,,,False,False,False,False,False,39
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВИП-СТРОЙСЕРВИС""",Юридическое лицо,Малое предприятие,1196313025952,6318044917,41.20 Строительство жилых и нежилых зданий,63 - Самарская область,,г Самара,,False,2019-04-10,,,,,False,False,False,False,False,30
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВОЛГА""",Юридическое лицо,Малое предприятие,1183443006009,3443139293,41.20 Строительство жилых и нежилых зданий,34 - Волгоградская область,,г Волгоград,,False,2018-05-10,,,,,False,False,False,False,False,15
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВОСТОКСПЕЦСТРОЙ""",Юридическое лицо,Малое предприятие,1173850013655,3808199294,41.20 Строительство жилых и нежилых зданий,38 - Иркутская область,,г Иркутск,,False,2017-05-10,,,,,False,False,False,False,False,23
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВСБ""",Юридическое лицо,Среднее предприятие,1033600079633,3664052322,41.20 Строительство жилых и нежилых зданий,36 - Воронежская область,,г Воронеж,,False,2016-08-01,,,,,True,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВСМ-1""",Юридическое лицо,Малое предприятие,1167746628170,7731321115,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,28
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЫСОТА""",Юридическое лицо,Малое предприятие,1177746225139,7720372904,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2017-04-10,,,,,False,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЫСОТКА""",Юридическое лицо,Малое предприятие,1136685031273,6685048770,41.20 Строительство жилых и нежилых зданий,66 - Свердловская область,,г Екатеринбург,,False,2016-08-01,,,,,True,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЫСОТСПЕЦСТРОЙ""",Юридическое лицо,Среднее предприятие,1057747328231,7728551648,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,True,False,False,False,False,100
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ГАРАНТ""",Юридическое лицо,Малое предприятие,1035010204734,5050014329,41.20 Строительство жилых и нежилых зданий,50 - Московская область,,г Фрязино,,False,2016-08-01,,,,,False,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ГЕНСТРОЙ""",Юридическое лицо,Малое предприятие,1190280019698,265048382,41.20 Строительство жилых и нежилых зданий,02 - Республика Башкортостан,,г Октябрьский,,False,2019-04-10,,8(91748)72991,genstroy.sk@mail.ru,,True,True,False,False,False,16
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ГЕОРГ""",Юридическое лицо,Малое предприятие,1072468012451,2460202514,41.20 Строительство жилых и нежилых зданий,24 - Красноярский край,,г Красноярск,,False,2017-08-10,,,,,True,False,False,False,False,64
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ГЕОСТРОЙ""",Юридическое лицо,Малое предприятие,1047424531879,7453136309,41.20 Строительство жилых и нежилых зданий,74 - Челябинская область,,г Челябинск,,False,2016-08-01,,,,,True,False,False,False,False,53
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ГРАНИТ""",Юридическое лицо,Малое предприятие,1146316002360,6316196569,41.20 Строительство жилых и нежилых зданий,63 - Самарская область,,г Самара,,False,2016-08-01,,,,,False,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ДИОНИС""",Юридическое лицо,Малое предприятие,1167746611317,7751023685,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,7
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ДОКА""",Юридическое лицо,Малое предприятие,1175050010904,5050135411,41.20 Строительство жилых и нежилых зданий,50 - Московская область,,г Лосино-Петровский,,False,2017-12-10,,,,,True,False,False,False,False,28
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ДОММАСТЕР""",Юридическое лицо,Малое предприятие,1141840021510,1840033941,41.20 Строительство жилых и нежилых зданий,18 - Удмуртская Республика,,г Ижевск,,False,2016-08-01,,,,,True,False,False,False,False,54
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЕК-СТИЛЬ""",Юридическое лицо,Малое предприятие,1146679031047,6679059407,41.20 Строительство жилых и нежилых зданий,66 - Свердловская область,,г Екатеринбург,,False,2016-08-01,,,,,True,False,False,False,False,7
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЕКАТЕРИНОДАР-СИТИ""",Юридическое лицо,Малое предприятие,1092310003389,2310140354,41.20 Строительство жилых и нежилых зданий,23 - Краснодарский край,,г Краснодар,,False,2016-08-01,,,,,False,False,False,False,False,2
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЕКС ГРУПП""",Юридическое лицо,Малое предприятие,1186313016350,6320017340,41.20 Строительство жилых и нежилых зданий,63 - Самарская область,,г Тольятти,,False,2018-03-10,,,,,True,False,False,False,False,16
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЖИЛГРАДСТРОЙ""",Юридическое лицо,Малое предприятие,1146320023002,6321369908,41.20 Строительство жилых и нежилых зданий,63 - Самарская область,,г Тольятти,,False,2016-08-01,,,,,False,False,False,False,False,35
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЗАРЕЧЬЕ""",Юридическое лицо,Малое предприятие,1173668002166,3662242938,41.20 Строительство жилых и нежилых зданий,36 - Воронежская область,,г Воронеж,,False,2017-02-10,,,,,False,False,False,False,False,40
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ""",Юридическое лицо,Малое предприятие,1217200003272,7203516393,41.20 Строительство жилых и нежилых зданий,72 - Тюменская область,,г Тюмень,,False,2021-03-10,,,,,False,False,False,False,False,6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ИНТЕГРАЛ-РЕСУРС""",Юридическое лицо,Малое предприятие,1224600004639,4618004407,41.20 Строительство жилых и нежилых зданий,46 - Курская область,Поныровский р-н,,рп Поныри,False,2022-08-10,,,,,False,False,False,False,False,2
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ИНТЕР СТРОЙ""",Юридическое лицо,Малое предприятие,1157232035729,7203357922,41.20 Строительство жилых и нежилых зданий,72 - Тюменская область,,г Тюмень,,False,2016-08-01,,,,,False,False,False,False,False,14
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ИРБИС""",Юридическое лицо,Малое предприятие,1192468021162,2465324731,41.20 Строительство жилых и нежилых зданий,24 - Красноярский край,,г Красноярск,,False,2019-07-10,,,,,True,False,False,False,False,48
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КАПИТАЛ""",Юридическое лицо,Малое предприятие,1136195007706,6163131201,41.20 Строительство жилых и нежилых зданий,61 - Ростовская область,,г Ростов-на-Дону,,False,2016-08-01,,,,,True,False,False,False,False,19
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КВАДРА""",Юридическое лицо,Малое предприятие,1155958005576,5908002266,41.20 Строительство жилых и нежилых зданий,59 - Пермский край,,г Пермь,,False,2016-08-01,,,,,True,False,False,False,False,26
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КВАДРАТ""",Юридическое лицо,Малое предприятие,1187456033555,7453323274,41.20 Строительство жилых и нежилых зданий,74 - Челябинская область,,г Челябинск,,False,2018-09-10,,,,,False,False,False,False,False,3
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КВАРТАЛ""",Юридическое лицо,Малое предприятие,1183850001983,3849067963,41.20 Строительство жилых и нежилых зданий,38 - Иркутская область,,г Иркутск,,False,2018-02-10,,,,,False,False,False,False,False,17
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КОЗЕРОГ""",Юридическое лицо,Среднее предприятие,1037828071247,7813193866,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2022-07-10,,,,,True,False,False,False,False,223
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КОМПЛЕКССТРОЙМОНТАЖ""",Юридическое лицо,Малое предприятие,1227700049081,7716963407,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2022-03-10,,,,,False,False,False,False,False,4
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КОНТИНЕНТ""",Юридическое лицо,Малое предприятие,1156671004555,6671006315,41.20 Строительство жилых и нежилых зданий,66 - Свердловская область,,г Екатеринбург,,False,2016-08-01,,,,,True,False,False,False,False,0
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КРОН-М""",Юридическое лицо,Малое предприятие,1135038001141,5038096808,41.20 Строительство жилых и нежилых зданий,50 - Московская область,Пушкино г,г Ивантеевка,,False,2016-08-01,,,,,False,False,False,False,False,54
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КУБ""",Юридическое лицо,Малое предприятие,1180280075238,264076570,41.20 Строительство жилых и нежилых зданий,02 - Республика Башкортостан,,г Нефтекамск,,False,2019-01-10,,,,,False,False,False,False,False,7
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЛЕГИОН""",Юридическое лицо,Малое предприятие,1212400031634,2466289840,41.20 Строительство жилых и нежилых зданий,24 - Красноярский край,,г Красноярск,,False,2022-01-10,,,,,False,False,False,False,False,72
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЛИГА""",Юридическое лицо,Малое предприятие,1047402506030,7404039359,41.20 Строительство жилых и нежилых зданий,74 - Челябинская область,,г Челябинск,,False,2016-08-01,,,,,False,False,False,False,False,10
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЛИДЕР""",Юридическое лицо,Малое предприятие,1183850011322,3811454057,41.20 Строительство жилых и нежилых зданий,38 - Иркутская область,,г Иркутск,,False,2018-05-10,,,,,True,False,False,False,False,69
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЛИДЕР""",Юридическое лицо,Малое предприятие,1046916007148,6915008729,41.20 Строительство жилых и нежилых зданий,69 - Тверская область,,г Торжок,,False,2016-08-01,,,,,True,False,False,False,False,75
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЛИДЕР""",Юридическое лицо,Малое предприятие,1145543016860,5504245954,41.20 Строительство жилых и нежилых зданий,55 - Омская область,,г Омск,,False,2016-08-01,,,,,True,False,False,False,False,19
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЛИДЕР""",Юридическое лицо,Малое предприятие,1171901003548,1901135608,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2017-09-10,,,,,True,False,False,False,False,38
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""М-ГРУПП""",Юридическое лицо,Малое предприятие,1190571013445,572024633,41.20 Строительство жилых и нежилых зданий,05 - Республика Дагестан,,г Махачкала,,False,2019-11-10,,,,,False,False,False,False,False,22
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""М-СТРОЙ""",Юридическое лицо,Малое предприятие,1168617065396,8609019299,41.20 Строительство жилых и нежилых зданий,86 - Ханты-Мансийский автономный округ - Югра,,г Радужный,,False,2016-08-01,,,,,False,False,False,False,False,27
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МАГНАТ-М""",Юридическое лицо,Малое предприятие,1157456017663,7447255393,41.20 Строительство жилых и нежилых зданий,74 - Челябинская область,,г Челябинск,,False,2016-08-01,,,,,False,False,False,False,False,0
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МЕГАКОМ""",Юридическое лицо,Малое предприятие,1155012004410,5041203457,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,2
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МЕГАСИТИ""",Юридическое лицо,Малое предприятие,1137746796736,7722818214,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,44
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МЕДВЕДЬ""",Юридическое лицо,Малое предприятие,1197232030401,7203494630,41.20 Строительство жилых и нежилых зданий,72 - Тюменская область,,г Тюмень,,False,2020-01-10,,,,,False,False,False,False,False,52
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МЕДВЕДЬ""",Юридическое лицо,Малое предприятие,1171832000603,1840068380,41.20 Строительство жилых и нежилых зданий,18 - Удмуртская Республика,,г Ижевск,,False,2017-02-10,,,,,True,False,False,False,False,43
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МЕРИДИАН""",Юридическое лицо,Малое предприятие,1156658079412,6679080511,41.20 Строительство жилых и нежилых зданий,66 - Свердловская область,,г Екатеринбург,,False,2016-08-01,,,,,True,False,False,False,False,10
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МИР-СТРОЙ""",Юридическое лицо,Малое предприятие,1143668059545,3665104291,41.20 Строительство жилых и нежилых зданий,36 - Воронежская область,,г Воронеж,,False,2016-08-01,,,,,False,False,False,False,False,6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МОНОЛИТ""",Юридическое лицо,Малое предприятие,1225800003494,5829006677,41.20 Строительство жилых и нежилых зданий,58 - Пензенская область,Пензенский р-н,,с Засечное,False,2022-05-10,,,,,False,False,False,False,False,24
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МОНТАЖ""",Юридическое лицо,Малое предприятие,1225800003593,5829006691,41.20 Строительство жилых и нежилых зданий,58 - Пензенская область,Пензенский р-н,,с Засечное,False,2022-06-10,,,,,False,False,False,False,False,31
